place,name,blkgrps,population,households,alltransit_performance_score,state
"""5580425""","""Trego""",0.03,23.95,10.94,0.0,WI
"""5580475""","""Trempealeau""",0.17,344.15,150.62,0.0,WI
"""5581025""","""Tunnel City""",0.02,52.24,19.34,0.8,WI
"""5581075""","""Turtle Lake""",0.31,317.39,145.09,0.0,WI
"""5581090""","""Turtle Lake""",0.04,38.4,15.17,0.0,WI
"""5581150""","""Tustin""",0.03,28.41,12.14,0.0,WI
"""5581250""","""Twin Lakes""",3.21,4105.22,1463.45,0.0,WI
"""5581325""","""Two Rivers""",11.62,9360.65,4277.51,0.0,WI
"""5581725""","""Union Center""",0.02,23.42,9.7,0.0,WI
"""5581775""","""Union Grove""",2.19,2702.6,1042.02,0.0,WI
"""5581850""","""Unity""",0.03,23.55,8.46,0.0,WI
"""5582200""","""Valders""",0.11,105.34,41.76,0.0,WI
"""5582450""","""Van Dyne""",0.09,77.43,35.12,0.0,WI
"""5582600""","""Verona""",3.84,8445.15,3295.65,1.8,WI
"""5582650""","""Vesper""",0.09,99.13,40.41,0.0,WI
"""5582900""","""Viola""",0.03,21.1,8.65,0.0,WI
"""5582925""","""Viroqua""",1.79,1666.0,825.05,0.0,WI
"""5583000""","""Wabeno""",0.04,42.58,18.95,0.0,WI
"""5583100""","""Waldo""",0.05,59.73,23.69,0.0,WI
"""5583175""","""Wales""",1.01,1321.31,521.44,0.0,WI
"""5583250""","""Walworth""",0.68,956.29,375.0,0.0,WI
"""5583450""","""Warrens""",0.06,68.03,26.63,0.0,WI
"""5583525""","""Washburn""",1.06,1113.98,539.42,1.5,WI
"""5583825""","""Waterford""",2.11,3219.75,1181.27,0.0,WI
"""5583925""","""Waterloo""",1.5,2528.29,1038.97,0.0,WI
"""5583975""","""Watertown""",15.69,19279.91,7654.57,0.0,WI
"""5584150""","""Waubeka""",0.36,617.82,238.75,0.0,WI
"""5584200""","""Waukau""",0.02,51.09,20.2,0.0,WI
"""5584250""","""Waukesha""",56.89,64450.41,26397.28,4.6,WI
"""5584300""","""Waumandee""",0.0,2.12,0.87,0.0,WI
"""5584350""","""Waunakee""",3.48,5583.45,2266.69,0.0,WI
"""5584375""","""Waupaca""",3.56,3846.8,1704.77,0.0,WI
"""5584425""","""Waupun""",4.7,7304.38,2254.75,0.0,WI
"""5584475""","""Wausau""",29.79,33388.92,14797.2,4.0,WI
"""5584525""","""Wausaukee""",0.04,30.39,14.41,0.0,WI
"""5584625""","""Wautoma""",1.7,1668.08,716.5,0.0,WI
